mean,-0.03667770306421757
u_quadlimbdark__,[-0.95057837  0.0701956 ]
sigma_log__,-2.5415393723860564
log_sigma_gp,-1.0028721309079407
log_rho_gp,-1.269612796212508
log_ror,[-4.12850277]
log_period,[1.25411118]
t0,[133.50894341]
log_dur,[-2.47135892]
b_impact__,[-0.18785377]
u,[ 0.54650886 -0.01852352]
sigma,0.07874508842828581
ror,[0.01610698]
period,[3.50472192]
dur,[0.08446999]
b,[0.46047345]
rho_circ,[2.64978537]
