mean,-0.0006645949098290155
u_quadlimbdark__,[-0.37306489 -0.04419044]
sigma_log__,-2.8503207177603715
log_sigma_gp,-1.5561023865486854
log_rho_gp,-1.0950974238879623
log_ror,[-4.73397715]
log_period,[2.37753835]
t0,[136.61267884]
log_dur,[-1.52142531]
b_impact__,[-0.12819667]
u,[0.62448516 0.01410755]
sigma,0.05782577214840926
ror,[0.00879144]
period,[10.77833765]
dur,[0.21840038]
b,[0.472109]
rho_circ,[0.44891464]
