mean,0.0007729313968380385
u_quadlimbdark__,[-0.01137896  0.16773698]
sigma_log__,-1.7556022866717964
log_sigma_gp,-0.8872033351554002
log_rho_gp,1.8372337024663203
log_ror,[-4.34125449]
log_period,[1.57976734]
t0,[135.0997108]
log_dur,[-2.08297081]
b_impact__,[-0.18140481]
u,[ 0.76408917 -0.05899677]
sigma,0.1728031339189168
ror,[0.01302018]
period,[4.8538264]
dur,[0.12455962]
b,[0.46069398]
rho_circ,[1.13179157]
