mean,-0.019052075218025454
u_quadlimbdark__,[-0.05207741  0.28130386]
sigma_log__,-1.6992387984135897
log_sigma_gp,-0.7206798667352395
log_rho_gp,-0.18908006521860837
log_ror,[-4.18851499]
log_period,[0.86834605]
t0,[135.07576808]
log_dur,[-2.35291943]
b_impact__,[-0.21963537]
u,[ 0.79535276 -0.09751067]
sigma,0.18282263598044754
ror,[0.01516879]
period,[2.38296628]
dur,[0.09509115]
b,[0.45206566]
rho_circ,[1.28719983]
