mean,0.015099756083262751
u_quadlimbdark__,[-0.80088733 -0.56718248]
sigma_log__,-1.8533532289500492
log_sigma_gp,-1.9775780838999817
log_rho_gp,1.1817945615979277
log_ror,[-4.18465143]
log_period,[1.6458838]
t0,[132.32592084]
log_dur,[-1.77987234]
b_impact__,[0.01291881]
u,[0.40287376 0.15375515]
sigma,0.15671079710696634
ror,[0.01522751]
period,[5.1855909]
dur,[0.16865968]
b,[0.51089259]
rho_circ,[0.44996296]
