mean,0.0013873899023829743
u_quadlimbdark__,[-0.50427355 -0.85044785]
sigma_log__,-3.4971811851104517
log_sigma_gp,-3.2382591893817203
log_rho_gp,0.5738209342315221
log_ror,[-4.63190311]
log_period,[2.89101561]
t0,[185.09429343]
log_dur,[-1.32119879]
b_impact__,[-0.3464483]
u,[0.3673643  0.24626172]
sigma,0.030282624339075727
ror,[0.00973621]
period,[18.01159298]
dur,[0.26681526]
b,[0.41827713]
rho_circ,[0.44983808]
