mean,0.006920850285020824
u_quadlimbdark__,[0.12633532 0.55378399]
sigma_log__,-2.0128753436303146
log_sigma_gp,-1.6096750489517662
log_rho_gp,1.5388046897760592
log_ror,[-4.70256204]
log_period,[1.95948922]
t0,[134.98527755]
log_dur,[-1.73927814]
b_impact__,[-0.16009721]
u,[ 0.92593692 -0.19686772]
sigma,0.13360396453852547
ror,[0.009072]
period,[7.0957018]
dur,[0.17564715]
b,[0.46423464]
rho_circ,[0.57765518]
