mean,0.013481340690999719
u_quadlimbdark__,[-0.30035779 -0.05738749]
sigma_log__,-1.7048632341522338
log_sigma_gp,-0.8309204379055404
log_rho_gp,1.219816926072375
log_ror,[-3.99213978]
log_period,[1.87230502]
t0,[135.26665284]
log_dur,[-2.2375049]
b_impact__,[-0.237788]
u,[0.63356939 0.01871124]
sigma,0.18179724812995765
ror,[0.01846017]
period,[6.50326928]
dur,[0.10672446]
b,[0.44896936]
rho_circ,[2.49912797]
