mean,0.011671210747223751
u_quadlimbdark__,[-0.20756318  0.44743521]
sigma_log__,-1.4170262105860714
log_sigma_gp,-0.33371786660485436
log_rho_gp,2.825442101832466
log_ror,[-4.14108687]
log_period,[-0.03784345]
t0,[132.12625806]
log_dur,[-2.65744226]
b_impact__,[-0.3681611]
u,[ 0.81688791 -0.14733977]
sigma,0.242433893331629
ror,[0.01590555]
period,[0.96286367]
dur,[0.07012736]
b,[0.41549058]
rho_circ,[1.41479447]
