mean,-0.004764992978266779
u_quadlimbdark__,[0.22582337 0.31551699]
sigma_log__,-2.3077124647142173
log_sigma_gp,-1.6748480666664542
log_rho_gp,-0.572027186332782
log_ror,[-4.10871105]
log_period,[4.01330108]
t0,[186.31494111]
log_dur,[-1.23112798]
b_impact__,[-0.14083547]
u,[ 0.86248945 -0.11668979]
sigma,0.09948857508125925
ror,[0.01642894]
period,[55.32921547]
dur,[0.29196306]
b,[0.47248619]
rho_circ,[0.98878709]
