mean,-0.022518900017001325
u_quadlimbdark__,[1.1720505  1.74989718]
sigma_log__,-2.4862057961072956
log_sigma_gp,-0.16738500190221897
log_rho_gp,2.5569153582721897
log_ror,[-4.17701849]
log_period,[2.56422941]
t0,[177.23929216]
log_dur,[-2.10052553]
b_impact__,[-0.4866038]
u,[ 1.48883934 -0.61504563]
sigma,0.08322514143382975
ror,[0.01534419]
period,[12.99064406]
dur,[0.12239209]
b,[0.38653539]
rho_circ,[3.58005618]
