mean,-0.31833875338430845
u_quadlimbdark__,[-0.15016821 -0.05364564]
sigma_log__,-0.6658817072250214
log_sigma_gp,0.8413637276561334
log_rho_gp,2.079530345805016
log_ror,[-3.39172882]
log_period,[1.71128694]
t0,[131.88540862]
log_dur,[-2.3825252]
b_impact__,[0.25740564]
u,[0.66185669 0.01823767]
sigma,0.5138202888629599
ror,[0.03365045]
period,[5.53608148]
dur,[0.09231716]
b,[0.58297724]
rho_circ,[2.67842677]
