mean,-0.030742507470371227
u_quadlimbdark__,[-0.42330208 -0.06407616]
sigma_log__,-1.5229638637009062
log_sigma_gp,-0.6638576542644388
log_rho_gp,1.592865240508622
log_ror,[-3.62820098]
log_period,[2.54901832]
t0,[130.76767739]
log_dur,[-1.93704826]
b_impact__,[0.07816865]
u,[0.608921   0.02014725]
sigma,0.2180646144171358
ror,[0.02656393]
period,[12.79453754]
dur,[0.14412875]
b,[0.53333304]
rho_circ,[1.76178816]
