mean,-0.39888112758729344
u_quadlimbdark__,[-1.17806503 -0.72316119]
sigma_log__,-0.9008916435343327
log_sigma_gp,3.299939394916526
log_rho_gp,3.829481090244271
log_ror,[-4.00520893]
log_period,[0.56295035]
t0,[133.15425921]
log_dur,[-2.58925347]
b_impact__,[-0.2804442]
u,[0.31701438 0.16816629]
sigma,0.4062073061013821
ror,[0.01822048]
period,[1.75584523]
dur,[0.07507607]
b,[0.43818597]
rho_circ,[1.99547118]
