mean,0.004956083264591046
u_quadlimbdark__,[0.11928534 0.36949472]
sigma_log__,-2.438321617086313
log_sigma_gp,-2.356687891245206
log_rho_gp,1.1413016477082938
log_ror,[-4.79814331]
log_period,[2.87150264]
t0,[144.23975497]
log_dur,[-2.11605791]
b_impact__,[-0.08154371]
u,[ 0.86082567 -0.13296166]
sigma,0.08730726357924562
ror,[0.00824504]
period,[17.66354013]
dur,[0.12050574]
b,[0.48357989]
rho_circ,[4.26611071]
