mean,-0.002557003754235024
u_quadlimbdark__,[ 0.48127599 -0.4446089 ]
sigma_log__,-3.5221800233706357
log_sigma_gp,-2.5886280537966533
log_rho_gp,0.3917655008870752
log_ror,[-4.60997691]
log_period,[3.08509741]
t0,[140.29669401]
log_dur,[-1.46492381]
b_impact__,[-0.3061294]
u,[0.61421708 0.17194393]
sigma,0.02953497799207096
ror,[0.00995205]
period,[21.8695971]
dur,[0.2310956]
b,[0.42828005]
rho_circ,[0.82796392]
