mean,0.02898800709818105
u_quadlimbdark__,[-0.1143787  -0.05437169]
sigma_log__,-1.3893955204333943
log_sigma_gp,-2.074718126685946
log_rho_gp,1.8859526817763095
log_ror,[-4.22200583]
log_period,[1.58120561]
t0,[135.76632727]
log_dur,[-2.48530855]
b_impact__,[-0.03682523]
u,[0.66795077 0.01866154]
sigma,0.24922591107853806
ror,[0.01466919]
period,[4.86081252]
dur,[0.08329985]
b,[0.49799429]
rho_circ,[3.5549363]
