mean,0.0065032953494833425
u_quadlimbdark__,[0.18282363 0.47366191]
sigma_log__,-2.2594109103752698
log_sigma_gp,-2.6716004437978067
log_rho_gp,0.9692814867219735
log_ror,[-4.2932409]
log_period,[2.62592976]
t0,[135.030616]
log_dur,[-1.85695281]
b_impact__,[-0.1692649]
u,[ 0.9103656  -0.17173239]
sigma,0.10441197465242177
ror,[0.01366058]
period,[13.8174151]
dur,[0.15614772]
b,[0.46403812]
rho_circ,[1.62246375]
