mean,-0.013174251040928666
u_quadlimbdark__,[-1.29406175  0.3089396 ]
sigma_log__,-2.690807303006114
log_sigma_gp,-1.7059589778761826
log_rho_gp,-1.026228339325117
log_ror,[-3.96292377]
log_period,[2.33253232]
t0,[138.50340145]
log_dur,[-1.64662049]
b_impact__,[2.52205459]
u,[ 0.53494787 -0.07108785]
sigma,0.06782616099969609
ror,[0.01900746]
period,[10.30400159]
dur,[0.19270004]
b,[0.94326824]
rho_circ,[0.05199116]
