mean,-0.4977605749011086
u_quadlimbdark__,[-1.22774624 -0.35863121]
sigma_log__,-0.9964047207001547
log_sigma_gp,3.336859419234124
log_rho_gp,3.8454688983973524
log_ror,[-4.04019319]
log_period,[1.169325]
t0,[133.00268973]
log_dur,[-2.44759106]
b_impact__,[-0.09016999]
u,[0.3915491  0.08445104]
sigma,0.36920445097402255
ror,[0.01759407]
period,[3.21981852]
dur,[0.08650171]
b,[0.48587345]
rho_circ,[2.18385982]
