mean,0.07854802147895402
u_quadlimbdark__,[-0.22998712  0.1461146 ]
sigma_log__,-2.4154525825446362
log_sigma_gp,4.128907973212
log_rho_gp,3.418634733949407
log_ror,[-4.8045302]
log_period,[2.97436586]
t0,[131.72055191]
log_dur,[0.88448226]
b_impact__,[-0.13634113]
u,[ 0.71392454 -0.04852592]
sigma,0.0893269019753149
ror,[0.00819255]
period,[19.5772047]
dur,[2.42173024]
b,[0.46978488]
rho_circ,[0.00068286]
