mean,0.015606713105960757
u_quadlimbdark__,[-0.40209708 -0.1942465 ]
sigma_log__,-1.6398309984237556
log_sigma_gp,-1.9083284945898482
log_rho_gp,1.2317557187981807
log_ror,[-4.32459936]
log_period,[1.78039421]
t0,[135.63276685]
log_dur,[-1.66768349]
b_impact__,[-0.05881005]
u,[0.57179888 0.06129558]
sigma,0.19401282799413874
ror,[0.01323885]
period,[5.93219449]
dur,[0.18868365]
b,[0.49172656]
rho_circ,[0.37822527]
