mean,0.01611870554686746
u_quadlimbdark__,[0.06324498 0.38475928]
sigma_log__,-1.6975560921050754
log_sigma_gp,-2.0973514278161294
log_rho_gp,1.5209244024873674
log_ror,[-4.77815011]
log_period,[1.66271672]
t0,[135.6478369]
log_dur,[-1.51047117]
b_impact__,[-0.07590637]
u,[ 0.85468304 -0.1364867 ]
sigma,0.18313053175978558
ror,[0.00841155]
period,[5.27361835]
dur,[0.22080592]
b,[0.48507874]
rho_circ,[0.2099229]
