mean,-0.34743347553455456
u_quadlimbdark__,[-0.01669613 -0.11561296]
sigma_log__,-0.9524513569983117
log_sigma_gp,2.501964052619887
log_rho_gp,3.5985675410295426
log_ror,[-3.60686622]
log_period,[1.36318855]
t0,[133.92952502]
log_dur,[-2.60376254]
b_impact__,[-0.15498506]
u,[0.66349007 0.04065911]
sigma,0.3857941441838468
ror,[0.02713675]
period,[3.90863632]
dur,[0.07399465]
b,[0.47385014]
rho_circ,[4.46882549]
