mean,0.01472695680914201
u_quadlimbdark__,[-0.64374222 -0.21711085]
sigma_log__,-1.7000729084229989
log_sigma_gp,-0.9740451866302323
log_rho_gp,2.057003287892453
log_ror,[-4.08259903]
log_period,[0.70917698]
t0,[132.3219875]
log_dur,[-2.64541986]
b_impact__,[-0.09910209]
u,[0.52339953 0.06345744]
sigma,0.18267020537061604
ror,[0.01686358]
period,[2.03231793]
dur,[0.07097555]
b,[0.48325906]
rho_circ,[2.51167082]
