mean,0.010287314271249105
u_quadlimbdark__,[-0.76183178 -0.55843128]
sigma_log__,-2.088776432494989
log_sigma_gp,-2.829912660033859
log_rho_gp,1.0566030869694583
log_ror,[-4.40168691]
log_period,[2.19592125]
t0,[138.83508778]
log_dur,[-1.61786557]
b_impact__,[-0.1353439]
u,[0.41058957 0.15354579]
sigma,0.12383856800248672
ror,[0.01225665]
period,[8.98827773]
dur,[0.19832155]
b,[0.47192982]
rho_circ,[0.50708811]
