mean,0.019344546053663786
u_quadlimbdark__,[-0.18446094 -0.10086729]
sigma_log__,-1.4170667234855803
log_sigma_gp,-1.8610625715418059
log_rho_gp,1.7764268360267828
log_ror,[-4.29139942]
log_period,[-0.34298944]
t0,[131.97878085]
log_dur,[-2.82319474]
b_impact__,[-0.02602652]
u,[0.63985268 0.03395373]
sigma,0.242424071830621
ror,[0.01368576]
period,[0.7096457]
dur,[0.05941582]
b,[0.50024757]
rho_circ,[1.51251906]
