mean,0.0070854945656305115
u_quadlimbdark__,[-0.61713058 -0.34458724]
sigma_log__,-2.3939116514644825
log_sigma_gp,-2.411683509355493
log_rho_gp,1.8381798630095003
log_ror,[-4.27614603]
log_period,[3.25370008]
t0,[157.04337318]
log_dur,[-1.75469677]
b_impact__,[-0.02975811]
u,[0.49097883 0.10099612]
sigma,0.09127196059091168
ror,[0.01389611]
period,[25.88594292]
dur,[0.17295968]
b,[0.49940571]
rho_circ,[2.09777801]
