mean,-0.004055297177433038
u_quadlimbdark__,[-0.05000231  0.32340845]
sigma_log__,-1.9404549737036507
log_sigma_gp,-0.4496069728402296
log_rho_gp,2.127211937954822
log_ror,[-3.94492412]
log_period,[1.97879668]
t0,[137.67389374]
log_dur,[-2.38477566]
b_impact__,[-0.38030635]
u,[ 0.81014362 -0.11193017]
sigma,0.14363858313062366
ror,[0.01935268]
period,[7.23403291]
dur,[0.09210964]
b,[0.41391123]
rho_circ,[4.57092535]
