mean,0.0029244227090442694
u_quadlimbdark__,[-0.11302097 -0.03881642]
sigma_log__,-1.7177412903907614
log_sigma_gp,-0.813642415725703
log_rho_gp,2.1580485930596454
log_ror,[-4.04954125]
log_period,[2.55741093]
t0,[139.15009472]
log_dur,[-2.25757052]
b_impact__,[-0.2219034]
u,[0.67352962 0.01332902]
sigma,0.1794710634616435
ror,[0.01743037]
period,[12.90236885]
dur,[0.10460431]
b,[0.45250284]
rho_circ,[5.20702384]
