mean,0.0019261063706960812
u_quadlimbdark__,[-1.65165598  0.34392927]
sigma_log__,-2.8369165733443964
log_sigma_gp,-3.562160293584666
log_rho_gp,0.13868485758434157
log_ror,[-4.95158369]
log_period,[2.03466985]
t0,[138.32916118]
log_dur,[-1.33217825]
b_impact__,[0.25108625]
u,[ 0.46940897 -0.06830392]
sigma,0.058606095247584714
ror,[0.0070722]
period,[7.64972617]
dur,[0.26390179]
b,[0.56642156]
rho_circ,[0.14866725]
