mean,0.004540578611763277
u_quadlimbdark__,[-0.53049705 -0.30070483]
sigma_log__,-2.386774645957922
log_sigma_gp,-3.000479435085071
log_rho_gp,0.7535398151415288
log_ror,[-4.68882931]
log_period,[3.02809443]
t0,[145.63600832]
log_dur,[-1.00419099]
b_impact__,[0.02608257]
u,[0.51778375 0.090822  ]
sigma,0.09192569916921399
ror,[0.00919745]
period,[20.65783002]
dur,[0.36634089]
b,[0.51117897]
rho_circ,[0.16942693]
