mean,-0.008459835464113054
u_quadlimbdark__,[0.29758556 0.57880198]
sigma_log__,-1.1280111660247607
log_sigma_gp,0.6736915188672336
log_rho_gp,2.37476330499402
log_ror,[-3.68864352]
log_period,[2.16824501]
t0,[358.59239101]
log_dur,[-2.19749521]
b_impact__,[-0.14774521]
u,[ 0.97083827 -0.21330796]
sigma,0.32367635523416166
ror,[0.0250059]
period,[8.74292682]
dur,[0.11108104]
b,[0.47471174]
rho_circ,[2.92187101]
