mean,-0.03965416791245737
u_quadlimbdark__,[0.05060549 0.06038604]
sigma_log__,-1.8585380493667272
log_sigma_gp,-0.436462606217198
log_rho_gp,2.3293184216255467
log_ror,[-3.85081551]
log_period,[1.94466673]
t0,[135.46290084]
log_dur,[-2.42632809]
b_impact__,[-0.20968483]
u,[ 0.73760637 -0.02161148]
sigma,0.155900382509176
ror,[0.02126239]
period,[6.99130147]
dur,[0.08836069]
b,[0.45729068]
rho_circ,[4.71422289]
