mean,-0.9027040231681833
u_quadlimbdark__,[-1.12079883  0.20426068]
sigma_log__,-2.744268360685077
log_sigma_gp,2.8763124494124552
log_rho_gp,3.072821035650556
log_ror,[-3.6814576]
log_period,[1.76404203]
t0,[169.87591925]
log_dur,[-2.40432378]
b_impact__,[2.03394825]
u,[ 0.54631145 -0.05046557]
sigma,0.06429532472751766
ror,[0.02518624]
period,[5.83597899]
dur,[0.09032656]
b,[0.90658819]
rho_circ,[0.53717755]
