mean,0.01675871692749771
u_quadlimbdark__,[0.16107295 0.33634579]
sigma_log__,-1.882513036488714
log_sigma_gp,-0.880251242073959
log_rho_gp,2.1835809070500574
log_ror,[-4.27705261]
log_period,[1.45836367]
t0,[132.86199635]
log_dur,[-2.35160923]
b_impact__,[-0.16436849]
u,[ 0.85742022 -0.12244988]
sigma,0.15220712268007947
ror,[0.01388352]
period,[4.29891932]
dur,[0.09521581]
b,[0.46537268]
rho_circ,[2.23025624]
