mean,0.018916046071007192
u_quadlimbdark__,[-0.06345951 -0.03945845]
sigma_log__,-1.4974476829016812
log_sigma_gp,-1.8228112716203175
log_rho_gp,1.209515497080582
log_ror,[-4.24069609]
log_period,[1.54651074]
t0,[133.93605182]
log_dur,[-2.0468734]
b_impact__,[-0.18870253]
u,[0.68207616 0.01372585]
sigma,0.22370038646095783
ror,[0.01439757]
period,[4.69505928]
dur,[0.12913804]
b,[0.45948544]
rho_circ,[0.99030907]
