mean,0.003626957732323362
u_quadlimbdark__,[-0.70161634 -0.04392977]
sigma_log__,-2.7074052524259846
log_sigma_gp,-2.1014359635832895
log_rho_gp,1.5336145696469343
log_ror,[-3.96424018]
log_period,[2.13255506]
t0,[179.88714173]
log_dur,[-1.99480176]
b_impact__,[1.31473099]
u,[0.56307678 0.0126436 ]
sigma,0.06670967711335614
ror,[0.01898245]
period,[8.43639483]
dur,[0.13604062]
b,[0.80326769]
rho_circ,[0.50765039]
