mean,-0.025244178838840656
u_quadlimbdark__,[-0.49483898  0.0247947 ]
sigma_log__,-2.0020637156056793
log_sigma_gp,-0.043311178069885624
log_rho_gp,2.4591029506617845
log_ror,[-4.17464297]
log_period,[1.99177343]
t0,[132.12864551]
log_dur,[-3.23138833]
b_impact__,[-0.18524366]
u,[ 0.62305948 -0.00762931]
sigma,0.13505627769366668
ror,[0.01538068]
period,[7.32851888]
dur,[0.03950262]
b,[0.46080114]
rho_circ,[53.73943958]
