mean,-0.420552566018275
u_quadlimbdark__,[-0.10385902 -0.09481975]
sigma_log__,-0.9356976201870024
log_sigma_gp,0.8298562736996841
log_rho_gp,2.8476577473356803
log_ror,[-3.5150029]
log_period,[2.08864343]
t0,[540.03971515]
log_dur,[-2.42662736]
b_impact__,[0.01330735]
u,[0.65590094 0.03261817]
sigma,0.392312085215033
ror,[0.02974772]
period,[8.07395487]
dur,[0.08833425]
b,[0.51829961]
rho_circ,[5.04061414]
