mean,-0.005986580752856732
u_quadlimbdark__,[-0.71307649 -0.36387669]
sigma_log__,-1.9740703762881533
log_sigma_gp,-0.9444514792332755
log_rho_gp,2.2994482201095376
log_ror,[-3.69567902]
log_period,[4.51634736]
t0,[165.67377735]
log_dur,[-1.60204992]
b_impact__,[-0.07470933]
u,[0.47030687 0.10320809]
sigma,0.13889036802646734
ror,[0.02483059]
period,[91.50076704]
dur,[0.20148307]
b,[0.49328309]
rho_circ,[4.94751028]
