mean,-0.1410592277940206
u_quadlimbdark__,[-0.22312133 -0.26039556]
sigma_log__,-1.0590983333596735
log_sigma_gp,1.3312832849831078
log_rho_gp,2.604699205541319
log_ror,[-3.71935309]
log_period,[3.3542979]
t0,[158.115915]
log_dur,[-1.64623426]
b_impact__,[-0.00387479]
u,[0.58035888 0.0863119 ]
sigma,0.3467683388536774
ror,[0.02424965]
period,[28.62549929]
dur,[0.19277448]
b,[0.51113264]
rho_circ,[1.70543829]
