mean,-0.010027277758399823
u_quadlimbdark__,[-0.28934438 -0.27997013]
sigma_log__,-1.1420840808058694
log_sigma_gp,-0.17898374903338893
log_rho_gp,2.334144735489971
log_ror,[-3.78300027]
log_period,[3.7704011]
t0,[153.93614777]
log_dur,[-1.80705297]
b_impact__,[-0.03861672]
u,[0.56333816 0.09100455]
sigma,0.31915318719915575
ror,[0.02275432]
period,[43.39746809]
dur,[0.16413714]
b,[0.50150453]
rho_circ,[4.24080974]
