mean,0.009633591270981694
u_quadlimbdark__,[-0.21713596 -0.19797941]
sigma_log__,-1.6864297149027565
log_sigma_gp,-1.9931289689736797
log_rho_gp,1.5098492834499522
log_ror,[-4.21973168]
log_period,[1.9483853]
t0,[133.90447849]
log_dur,[-1.89962046]
b_impact__,[-0.11424738]
u,[0.60189049 0.06588814]
sigma,0.18517948872974022
ror,[0.01470259]
period,[7.0173475]
dur,[0.1496254]
b,[0.478401]
rho_circ,[0.91960654]
