mean,0.006194520185927002
u_quadlimbdark__,[-0.32684236 -0.16025553]
sigma_log__,-2.0612319618419166
log_sigma_gp,-2.3178218878312684
log_rho_gp,0.42434368198093386
log_ror,[-4.45618829]
log_period,[1.40829394]
t0,[135.76401177]
log_dur,[-1.87414237]
b_impact__,[-0.17729562]
u,[0.59555243 0.05175671]
sigma,0.12729704814795875
ror,[0.01160652]
period,[4.08897343]
dur,[0.15348655]
b,[0.46108199]
rho_circ,[0.50992272]
