mean,-0.04604129492679124
u_quadlimbdark__,[0.09992444 0.19428261]
sigma_log__,-1.7368913833998396
log_sigma_gp,0.3037351210146165
log_rho_gp,2.492616749602409
log_ror,[-3.84178954]
log_period,[2.39244942]
t0,[170.3063444]
log_dur,[-2.30332855]
b_impact__,[-0.03854741]
u,[ 0.79470382 -0.07016235]
sigma,0.17606687519792735
ror,[0.02145517]
period,[10.94025846]
dur,[0.09992568]
b,[0.50088519]
rho_circ,[4.72301563]
