mean,-0.0007274194912898714
u_quadlimbdark__,[-0.02908992  0.07691208]
sigma_log__,-2.1744055036465055
log_sigma_gp,-1.0854287936743505
log_rho_gp,1.9842585359129699
log_ror,[-3.8910897]
log_period,[3.90153144]
t0,[141.82408876]
log_dur,[-2.23391404]
b_impact__,[-0.22667009]
u,[ 0.72892665 -0.02698076]
sigma,0.11367571338386001
ror,[0.02042308]
period,[49.47816383]
dur,[0.10710838]
b,[0.45263301]
rho_circ,[18.79141705]
