mean,0.020854582650503658
u_quadlimbdark__,[-0.06731703  0.12604623]
sigma_log__,-1.204446034917993
log_sigma_gp,-0.8519973513685783
log_rho_gp,1.1178035084177664
log_ror,[-4.46087672]
log_period,[1.04263888]
t0,[353.81445598]
log_dur,[-2.04591204]
b_impact__,[-0.09030908]
u,[ 0.73885947 -0.04375005]
sigma,0.29985806440916357
ror,[0.01155223]
period,[2.83669283]
dur,[0.12926224]
b,[0.48295354]
rho_circ,[0.57355801]
