mean,0.25112253869219525
u_quadlimbdark__,[0.00424028 0.27748179]
sigma_log__,-1.3625485331668488
log_sigma_gp,3.2737673162510874
log_rho_gp,3.4408715496838336
log_ror,[-3.62433967]
log_period,[1.4340794]
t0,[135.17512657]
log_dur,[-2.39837259]
b_impact__,[-0.3314529]
u,[ 0.80543921 -0.09758324]
sigma,0.2560075012518436
ror,[0.0266667]
period,[4.19578058]
dur,[0.09086571]
b,[0.42903082]
rho_circ,[2.7791035]
