mean,0.012883686884689034
u_quadlimbdark__,[-0.95252247 -0.56180598]
sigma_log__,-1.797284776554544
log_sigma_gp,-2.4247879702316033
log_rho_gp,1.1352570871879704
log_ror,[-4.72342303]
log_period,[0.79221736]
t0,[131.63286064]
log_dur,[-2.10957564]
b_impact__,[-0.01109847]
u,[0.3831855  0.14442971]
sigma,0.16574832151818739
ror,[0.00888471]
period,[2.20828757]
dur,[0.12128943]
b,[0.50164312]
rho_circ,[0.52148181]
