mean,0.0037995323646992352
u_quadlimbdark__,[0.1411403  0.19230141]
sigma_log__,-2.119207854278703
log_sigma_gp,-1.849574017421351
log_rho_gp,0.29955884041233805
log_ror,[-4.76284604]
log_period,[2.74691259]
t0,[140.31205024]
log_dur,[-1.17487177]
b_impact__,[-0.07390469]
u,[ 0.80171893 -0.0701271 ]
sigma,0.1201267487219623
ror,[0.00854127]
period,[15.59441115]
dur,[0.30885858]
b,[0.48564513]
rho_circ,[0.22382536]
