mean,-0.04598660907116361
u_quadlimbdark__,[-0.81711419 -0.26799833]
sigma_log__,-0.8293834671849053
log_sigma_gp,0.6624113913085223
log_rho_gp,2.6185663114658935
log_ror,[-3.34068153]
log_period,[1.04814242]
t0,[132.04493718]
log_dur,[-3.54535195]
b_impact__,[-0.32727237]
u,[0.47978344 0.07372951]
sigma,0.436318207906524
ror,[0.03541281]
period,[2.85234774]
dur,[0.02885846]
b,[0.43373903]
rho_circ,[60.2243594]
