mean,-0.002401014223562927
u_quadlimbdark__,[-0.06161598 -0.24685975]
sigma_log__,-1.7981729028716633
log_sigma_gp,-0.85737952304838
log_rho_gp,2.14769962859109
log_ror,[-4.03258078]
log_period,[2.3295976]
t0,[134.6579151]
log_dur,[-1.97698163]
b_impact__,[0.06370333]
u,[0.61064292 0.08548988]
sigma,0.1656011814209967
ror,[0.01772852]
period,[10.27380648]
dur,[0.13848661]
b,[0.52506695]
rho_circ,[1.56673177]
