mean,0.01203116352974944
u_quadlimbdark__,[-0.30799053 -0.22472989]
sigma_log__,-1.6820342302223648
log_sigma_gp,-2.4140534560642246
log_rho_gp,1.599423528297011
log_ror,[-4.42774758]
log_period,[1.85047377]
t0,[131.80685092]
log_dur,[-1.84547126]
b_impact__,[-0.03676342]
u,[0.57802323 0.07282645]
sigma,0.18599523381972904
ror,[0.01194136]
period,[6.36283331]
dur,[0.15795087]
b,[0.49667112]
rho_circ,[0.67915114]
