mean,-0.01516546710569032
u_quadlimbdark__,[-0.50572233 -0.4401705 ]
sigma_log__,-3.008854817829927
log_sigma_gp,-1.1201785587774808
log_rho_gp,-0.231424121722947
log_ror,[-3.91611827]
log_period,[1.30728399]
t0,[134.50103585]
log_dur,[-2.26389294]
b_impact__,[1.31044757]
u,[0.48049793 0.13285095]
sigma,0.04934815904604707
ror,[0.01991826]
period,[3.69612138]
dur,[0.10394504]
b,[0.80327543]
rho_circ,[0.50993807]
