mean,0.009378241313423361
u_quadlimbdark__,[-0.7868702  -0.52928474]
sigma_log__,-1.3412201064155487
log_sigma_gp,-0.8024184065680133
log_rho_gp,2.19279483809153
log_ror,[-3.78730942]
log_period,[2.36214312]
t0,[140.85352007]
log_dur,[-1.91331417]
b_impact__,[0.01394654]
u,[0.41466312 0.14465887]
sigma,0.2615263838205083
ror,[0.02265648]
period,[10.61367342]
dur,[0.14759044]
b,[0.51489381]
rho_circ,[1.39203692]
