mean,0.030495722929732728
u_quadlimbdark__,[-0.02559367  0.31968768]
sigma_log__,-1.0147435684142923
log_sigma_gp,-0.2521189008173635
log_rho_gp,2.1522378702349303
log_ror,[-3.93685912]
log_period,[1.16483681]
t0,[354.6294913]
log_dur,[-2.41097694]
b_impact__,[-0.22568313]
u,[ 0.81392252 -0.11135442]
sigma,0.3624953731785321
ror,[0.0195094]
period,[3.20539975]
dur,[0.08972759]
b,[0.45247609]
rho_circ,[2.07812569]
