mean,0.002238411881416052
u_quadlimbdark__,[-1.16122235 -0.76699086]
sigma_log__,-2.5810405768816227
log_sigma_gp,-2.037677493642643
log_rho_gp,1.2827167049240817
log_ror,[-4.88325104]
log_period,[2.3852166]
t0,[136.82154558]
log_dur,[-1.42576271]
b_impact__,[-0.1531846]
u,[0.30971498 0.17859358]
sigma,0.07569519635586058
ror,[0.00757236]
period,[10.86141496]
dur,[0.2403251]
b,[0.46527531]
rho_circ,[0.34227138]
