mean,-0.025869372164834273
u_quadlimbdark__,[-0.38023348 -0.4197193 ]
sigma_log__,-3.1018063537387954
log_sigma_gp,-0.4571070945438449
log_rho_gp,1.0254702233234791
log_ror,[-4.76980209]
log_period,[1.13062052]
t0,[131.55671507]
log_dur,[-1.6430366]
b_impact__,[-0.31057845]
u,[0.50543564 0.13180104]
sigma,0.04496790104998402
ror,[0.00848206]
period,[3.09757802]
dur,[0.1933919]
b,[0.42656124]
rho_circ,[0.20578913]
