mean,-0.4171790950900792
u_quadlimbdark__,[-0.59840395 -0.94173425]
sigma_log__,-2.2599304114970566
log_sigma_gp,2.217322573750273
log_rho_gp,3.806751258520705
log_ror,[-4.0737026]
log_period,[3.00371845]
t0,[144.3426606]
log_dur,[-1.91077558]
b_impact__,[0.06676649]
u,[0.33417702 0.26139743]
sigma,0.1043577466014481
ror,[0.01701427]
period,[20.1603631]
dur,[0.14796558]
b,[0.52547645]
rho_circ,[2.50792951]
