mean,-0.20832507481063947
u_quadlimbdark__,[-1.252492    0.11460377]
sigma_log__,-2.246538640197489
log_sigma_gp,3.2878958761225046
log_rho_gp,3.190023821243052
log_ror,[-3.75101701]
log_period,[0.65832699]
t0,[131.76638391]
log_dur,[-2.65969175]
b_impact__,[1.97961245]
u,[ 0.49843988 -0.02698568]
sigma,0.10576468132477455
ror,[0.02349384]
period,[1.93155811]
dur,[0.06996979]
b,[0.89928247]
rho_circ,[0.43087837]
