mean,-0.0033076925447228455
u_quadlimbdark__,[-0.19688862  0.27683277]
sigma_log__,-1.926726242547419
log_sigma_gp,-0.7026610273627861
log_rho_gp,2.3777319071971585
log_ror,[-4.58323531]
log_period,[3.25275804]
t0,[140.20124326]
log_dur,[-1.14286003]
b_impact__,[0.05165856]
u,[ 0.76387785 -0.09235998]
sigma,0.1456241571416501
ror,[0.01022177]
period,[25.86156885]
dur,[0.31890564]
b,[0.51815464]
rho_circ,[0.31777028]
