mean,0.015960364328599867
u_quadlimbdark__,[-0.09422024  0.04804097]
sigma_log__,-1.4316976952430474
log_sigma_gp,-1.8879981288034975
log_rho_gp,1.5695425405543797
log_ror,[-3.96717739]
log_period,[3.44016217]
t0,[153.83330442]
log_dur,[-2.12525911]
b_impact__,[-0.09992094]
u,[ 0.70683977 -0.01657725]
sigma,0.2389029932941622
ror,[0.01892678]
period,[31.19201602]
dur,[0.11940203]
b,[0.48403152]
rho_circ,[8.05896072]
